"Date","Type","Category","Amount","Description","Source","Person_in_Charge","Voucher_Code"
"2026-03-17","income","Sales","1113.15","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-03-17","income","Sales","1318.22","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-03-17","income","Sales","1795.30","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-03-18","income","Sales","1012.98","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-03-18","income","Sales","1249.13","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-03-18","income","Sales","1664.11","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-03-19","income","Sales","1024.57","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-03-19","income","Sales","1334.52","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-03-19","income","Sales","2073.00","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-03-20","income","Sales","973.90","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-03-20","income","Sales","1367.22","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-03-20","income","Sales","2244.44","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-03-21","income","Sales","1130.45","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-03-21","income","Sales","1245.25","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-03-21","income","Sales","2021.49","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-03-22","income","Sales","1061.29","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-03-22","income","Sales","1645.25","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-03-22","income","Sales","1718.23","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-03-23","income","Sales","860.65","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-03-23","income","Sales","1638.42","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-03-23","income","Sales","1705.87","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-03-24","income","Sales","1157.60","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-03-24","income","Sales","1517.84","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-03-24","income","Sales","2162.61","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-03-25","income","Sales","1048.87","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-03-25","income","Sales","1591.11","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-03-25","income","Sales","1855.02","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-03-26","income","Sales","1166.13","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-03-26","income","Sales","1472.58","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-03-26","income","Sales","2034.45","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-03-27","income","Sales","826.71","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-03-27","income","Sales","1455.90","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-03-27","income","Sales","1903.76","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-03-28","income","Sales","1111.04","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-03-28","income","Sales","1478.52","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-03-28","income","Sales","1738.03","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-03-29","income","Sales","1190.58","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-03-29","income","Sales","1593.52","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-03-29","income","Sales","1538.98","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-03-30","income","Sales","1079.35","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-03-30","income","Sales","1387.46","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-03-30","income","Sales","1514.03","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-03-31","income","Sales","994.46","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-03-31","income","Sales","1729.16","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-03-31","income","Sales","2173.34","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-04-01","expense","Rent","4500.00","Monthly rental for outlet Taman A","Manual","Jack",""
"2026-04-01","expense","Rent","4500.00","Monthly rental for outlet Taman B","Manual","Sarah",""
"2026-04-01","expense","Rent","4500.00","Monthly rental for outlet Taman C","Manual","Ali",""
"2026-04-01","expense","Rent","4500.00","Monthly rental for outlet Taman D","Manual","Tan",""
"2026-04-01","expense","Rent","4500.00","Monthly rental for outlet Taman E","Manual","Lim",""
"2026-04-10","expense","Utilities","494.15","Electricity bill for Taman A","Manual","Sarah",""
"2026-04-10","expense","Utilities","81.42","Water bill for Taman A","Manual","Sarah",""
"2026-04-12","expense","Utilities","408.50","Electricity bill for Taman B","Manual","Ali",""
"2026-04-12","expense","Utilities","95.97","Water bill for Taman B","Manual","Ali",""
"2026-04-15","expense","Utilities","433.02","Electricity bill for Taman C","Manual","Tan",""
"2026-04-15","expense","Utilities","75.21","Water bill for Taman C","Manual","Tan",""
"2026-04-18","expense","Utilities","399.84","Electricity bill for Taman D","Manual","Lim",""
"2026-04-18","expense","Utilities","59.15","Water bill for Taman D","Manual","Lim",""
"2026-04-21","expense","Utilities","379.17","Electricity bill for Taman E","Manual","Ahmad",""
"2026-04-21","expense","Utilities","72.39","Water bill for Taman E","Manual","Ahmad",""
"2026-04-05","expense","Inventory","24398.46","Bulk tea leaves, cups and packaging materials from supplier","Manual","Sarah",""
"2026-04-20","expense","Inventory","19145.46","Milk, syrup and fresh pastry supplies from vendor","Manual","Ahmad",""
"2026-04-10","expense","Marketing","5194.85","Social media ads and local influencer campaigns payout","Manual","Tan",""
"2026-04-28","expense","Salaries","72426.40","Monthly staff salaries and EPF contributions compiled","Manual","Lim",""
"2026-04-28","expense","Claims","173.71","Petrol and travel claim [PIC: Ali]","Manual","Ali",""
"2026-04-01","income","Sales","915.68","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-04-01","income","Sales","1549.25","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-04-01","income","Sales","2127.55","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-04-02","income","Sales","1017.67","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-04-02","income","Sales","1663.60","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-04-02","income","Sales","1936.26","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-04-03","income","Sales","1049.96","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-04-03","income","Sales","1381.44","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-04-03","income","Sales","1565.27","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-04-04","income","Sales","923.79","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-04-04","income","Sales","1449.04","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-04-04","income","Sales","1950.45","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-04-05","income","Sales","1059.72","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-04-05","income","Sales","1716.48","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-04-05","income","Sales","2229.30","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-04-06","income","Sales","1149.84","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-04-06","income","Sales","1520.10","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-04-06","income","Sales","2030.59","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-04-07","income","Sales","1005.47","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-04-07","income","Sales","1697.95","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-04-07","income","Sales","1854.88","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-04-08","income","Sales","817.78","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-04-08","income","Sales","1645.02","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-04-08","income","Sales","1906.00","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-04-09","income","Sales","1160.74","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-04-09","income","Sales","1609.48","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-04-09","income","Sales","1757.91","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-04-10","income","Sales","1077.07","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-04-10","income","Sales","1359.26","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-04-10","income","Sales","1691.50","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-04-11","income","Sales","807.13","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-04-11","income","Sales","1669.36","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-04-11","income","Sales","2169.15","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-04-12","income","Sales","829.67","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-04-12","income","Sales","1784.65","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-04-12","income","Sales","1735.13","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-04-13","income","Sales","814.31","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-04-13","income","Sales","1565.95","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-04-13","income","Sales","1504.06","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-04-14","income","Sales","882.99","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-04-14","income","Sales","1617.37","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-04-14","income","Sales","1945.72","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-04-15","income","Sales","859.44","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-04-15","income","Sales","1461.84","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-04-15","income","Sales","1562.94","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-04-16","income","Sales","892.17","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-04-16","income","Sales","1425.40","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-04-16","income","Sales","1876.86","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-04-17","income","Sales","922.97","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-04-17","income","Sales","1301.43","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-04-17","income","Sales","2020.29","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-04-18","income","Sales","1068.65","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-04-18","income","Sales","1614.47","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-04-18","income","Sales","2241.66","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-04-19","income","Sales","1008.19","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-04-19","income","Sales","1781.72","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-04-19","income","Sales","1539.85","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-04-20","income","Sales","1175.71","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-04-20","income","Sales","1627.96","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-04-20","income","Sales","1581.28","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-04-21","income","Sales","1112.86","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-04-21","income","Sales","1278.02","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-04-21","income","Sales","1918.11","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-04-22","income","Sales","947.27","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-04-22","income","Sales","1478.32","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-04-22","income","Sales","2278.06","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-04-23","income","Sales","801.88","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-04-23","income","Sales","1523.07","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-04-23","income","Sales","1615.83","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-04-24","income","Sales","1145.75","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-04-24","income","Sales","1388.09","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-04-24","income","Sales","2047.56","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-04-25","income","Sales","1000.02","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-04-25","income","Sales","1229.68","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-04-25","income","Sales","1599.18","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-04-26","income","Sales","1081.81","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-04-26","income","Sales","1222.86","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-04-26","income","Sales","2275.32","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-04-27","income","Sales","915.75","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-04-27","income","Sales","1558.89","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-04-27","income","Sales","2292.33","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-04-28","income","Sales","985.29","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-04-28","income","Sales","1300.28","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-04-28","income","Sales","2280.00","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-04-29","income","Sales","1139.39","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-04-29","income","Sales","1376.54","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-04-29","income","Sales","1967.20","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-04-30","income","Sales","1096.12","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-04-30","income","Sales","1510.76","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-04-30","income","Sales","1574.81","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-05-01","expense","Rent","4500.00","Monthly rental for outlet Taman A","Manual","Jack",""
"2026-05-01","expense","Rent","4500.00","Monthly rental for outlet Taman B","Manual","Sarah",""
"2026-05-01","expense","Rent","4500.00","Monthly rental for outlet Taman C","Manual","Ali",""
"2026-05-01","expense","Rent","4500.00","Monthly rental for outlet Taman D","Manual","Tan",""
"2026-05-01","expense","Rent","4500.00","Monthly rental for outlet Taman E","Manual","Lim",""
"2026-05-10","expense","Utilities","465.17","Electricity bill for Taman A","Manual","Sarah",""
"2026-05-10","expense","Utilities","67.69","Water bill for Taman A","Manual","Sarah",""
"2026-05-12","expense","Utilities","452.74","Electricity bill for Taman B","Manual","Ali",""
"2026-05-12","expense","Utilities","83.69","Water bill for Taman B","Manual","Ali",""
"2026-05-15","expense","Utilities","416.76","Electricity bill for Taman C","Manual","Tan",""
"2026-05-15","expense","Utilities","78.93","Water bill for Taman C","Manual","Tan",""
"2026-05-18","expense","Utilities","404.96","Electricity bill for Taman D","Manual","Lim",""
"2026-05-18","expense","Utilities","80.32","Water bill for Taman D","Manual","Lim",""
"2026-05-21","expense","Utilities","358.45","Electricity bill for Taman E","Manual","Ahmad",""
"2026-05-21","expense","Utilities","96.59","Water bill for Taman E","Manual","Ahmad",""
"2026-05-05","expense","Inventory","23737.83","Bulk tea leaves, cups and packaging materials from supplier","Manual","Sarah",""
"2026-05-20","expense","Inventory","20870.32","Milk, syrup and fresh pastry supplies from vendor","Manual","Ahmad",""
"2026-05-10","expense","Marketing","6489.59","Social media ads and local influencer campaigns payout","Manual","Tan",""
"2026-05-28","expense","Salaries","72801.98","Monthly staff salaries and EPF contributions compiled","Manual","Lim",""
"2026-05-28","expense","Claims","244.28","Petrol and travel claim [PIC: Ali]","Manual","Ali",""
"2026-05-01","income","Sales","894.72","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-05-01","income","Sales","1443.57","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-05-01","income","Sales","2263.78","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-05-02","income","Sales","1085.90","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-05-02","income","Sales","1279.92","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-05-02","income","Sales","1640.28","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-05-03","income","Sales","917.93","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-05-03","income","Sales","1350.07","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-05-03","income","Sales","2141.78","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-05-04","income","Sales","970.06","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-05-04","income","Sales","1597.04","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-05-04","income","Sales","2088.10","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-05-05","income","Sales","1199.95","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-05-05","income","Sales","1797.27","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-05-05","income","Sales","1746.19","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-05-06","income","Sales","1044.32","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-05-06","income","Sales","1404.67","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-05-06","income","Sales","2080.08","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-05-07","income","Sales","843.91","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-05-07","income","Sales","1536.80","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-05-07","income","Sales","1972.38","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-05-08","income","Sales","1108.75","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-05-08","income","Sales","1450.72","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-05-08","income","Sales","2199.89","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-05-09","income","Sales","857.27","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-05-09","income","Sales","1405.47","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-05-09","income","Sales","2022.00","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-05-10","income","Sales","845.38","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-05-10","income","Sales","1340.86","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-05-10","income","Sales","1650.54","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-05-11","income","Sales","865.80","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-05-11","income","Sales","1391.81","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-05-11","income","Sales","2292.05","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-05-12","income","Sales","869.88","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-05-12","income","Sales","1753.49","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-05-12","income","Sales","2108.27","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-05-13","income","Sales","1031.13","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-05-13","income","Sales","1590.02","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-05-13","income","Sales","1666.86","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-05-14","income","Sales","887.54","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-05-14","income","Sales","1293.56","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-05-14","income","Sales","1947.49","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-05-15","income","Sales","1163.70","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-05-15","income","Sales","1274.55","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-05-15","income","Sales","2010.29","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-05-16","income","Sales","880.56","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-05-16","income","Sales","1475.19","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-05-16","income","Sales","2234.96","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-05-17","income","Sales","841.79","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-05-17","income","Sales","1232.97","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-05-17","income","Sales","2156.26","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-05-18","income","Sales","876.06","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-05-18","income","Sales","1653.55","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-05-18","income","Sales","2210.52","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-05-19","income","Sales","1091.84","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-05-19","income","Sales","1552.71","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-05-19","income","Sales","2131.42","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-05-20","income","Sales","862.46","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-05-20","income","Sales","1335.52","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-05-20","income","Sales","2165.05","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-05-21","income","Sales","1129.50","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-05-21","income","Sales","1788.63","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-05-21","income","Sales","1530.49","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-05-22","income","Sales","1066.47","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-05-22","income","Sales","1351.72","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-05-22","income","Sales","1871.21","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-05-23","income","Sales","1103.06","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-05-23","income","Sales","1707.14","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-05-23","income","Sales","1646.74","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-05-24","income","Sales","829.26","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-05-24","income","Sales","1663.72","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-05-24","income","Sales","1743.75","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-05-25","income","Sales","1126.84","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-05-25","income","Sales","1799.93","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-05-25","income","Sales","1541.88","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-05-26","income","Sales","1109.37","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-05-26","income","Sales","1421.40","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-05-26","income","Sales","1840.51","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-05-27","income","Sales","1147.17","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-05-27","income","Sales","1701.58","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-05-27","income","Sales","2060.32","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-05-28","income","Sales","919.54","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-05-28","income","Sales","1793.82","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-05-28","income","Sales","1923.20","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-05-29","income","Sales","979.15","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-05-29","income","Sales","1523.37","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-05-29","income","Sales","2108.07","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-05-30","income","Sales","1169.92","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-05-30","income","Sales","1646.86","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-05-30","income","Sales","1519.72","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-05-31","income","Sales","1199.59","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-05-31","income","Sales","1673.29","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-05-31","income","Sales","1994.69","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-06-01","expense","Rent","4500.00","Monthly rental for outlet Taman A","Manual","Jack",""
"2026-06-01","expense","Rent","4500.00","Monthly rental for outlet Taman B","Manual","Sarah",""
"2026-06-01","expense","Rent","4500.00","Monthly rental for outlet Taman C","Manual","Ali",""
"2026-06-01","expense","Rent","4500.00","Monthly rental for outlet Taman D","Manual","Tan",""
"2026-06-01","expense","Rent","4500.00","Monthly rental for outlet Taman E","Manual","Lim",""
"2026-06-10","expense","Utilities","393.47","Electricity bill for Taman A","Manual","Sarah",""
"2026-06-10","expense","Utilities","61.19","Water bill for Taman A","Manual","Sarah",""
"2026-06-12","expense","Utilities","433.79","Electricity bill for Taman B","Manual","Ali",""
"2026-06-12","expense","Utilities","67.74","Water bill for Taman B","Manual","Ali",""
"2026-06-15","expense","Utilities","462.77","Electricity bill for Taman C","Manual","Tan",""
"2026-06-15","expense","Utilities","90.93","Water bill for Taman C","Manual","Tan",""
"2026-06-18","expense","Utilities","490.10","Electricity bill for Taman D","Manual","Lim",""
"2026-06-18","expense","Utilities","75.00","Water bill for Taman D","Manual","Lim",""
"2026-06-21","expense","Utilities","430.91","Electricity bill for Taman E","Manual","Ahmad",""
"2026-06-21","expense","Utilities","61.83","Water bill for Taman E","Manual","Ahmad",""
"2026-06-05","expense","Inventory","23334.46","Bulk tea leaves, cups and packaging materials from supplier","Manual","Sarah",""
"2026-06-20","expense","Inventory","20733.84","Milk, syrup and fresh pastry supplies from vendor","Manual","Ahmad",""
"2026-06-10","expense","Marketing","6413.67","Social media ads and local influencer campaigns payout","Manual","Tan",""
"2026-06-28","expense","Salaries","71200.54","Monthly staff salaries and EPF contributions compiled","Manual","Lim",""
"2026-06-28","expense","Claims","152.71","Petrol and travel claim [PIC: Ali]","Manual","Ali",""
