"Date","Type","Category","Amount","Description","Source","Person_in_Charge","Voucher_Code"
"2026-10-21","income","Sales","583.74","Shopee Food daily settlement payout","Shopee Food platform","Tan",""
"2026-10-22","income","Sales","682.57","Shopee Food daily settlement payout","Shopee Food platform","Lim",""
"2026-10-23","income","Sales","586.50","Shopee Food daily settlement payout","Shopee Food platform","Ahmad",""
"2026-10-24","income","Sales","580.37","Shopee Food daily settlement payout","Shopee Food platform","Jack",""
"2026-10-25","income","Sales","410.90","Shopee Food daily settlement payout","Shopee Food platform","Sarah",""
"2026-10-26","income","Sales","685.70","Shopee Food daily settlement payout","Shopee Food platform","Ali",""
"2026-10-27","income","Sales","508.65","Shopee Food daily settlement payout","Shopee Food platform","Tan",""
"2026-10-28","income","Sales","667.75","Shopee Food daily settlement payout","Shopee Food platform","Lim",""
"2026-10-29","income","Sales","510.52","Shopee Food daily settlement payout","Shopee Food platform","Ahmad",""
"2026-10-30","income","Sales","442.73","Shopee Food daily settlement payout","Shopee Food platform","Jack",""
"2026-10-31","income","Sales","451.91","Shopee Food daily settlement payout","Shopee Food platform","Sarah",""
"2026-11-01","income","Sales","698.85","Shopee Food daily settlement payout","Shopee Food platform","Sarah",""
"2026-11-02","income","Sales","407.84","Shopee Food daily settlement payout","Shopee Food platform","Ali",""
"2026-11-03","income","Sales","529.00","Shopee Food daily settlement payout","Shopee Food platform","Tan",""
"2026-11-04","income","Sales","561.04","Shopee Food daily settlement payout","Shopee Food platform","Lim",""
"2026-11-05","income","Sales","605.14","Shopee Food daily settlement payout","Shopee Food platform","Ahmad",""
"2026-11-06","income","Sales","539.42","Shopee Food daily settlement payout","Shopee Food platform","Jack",""
"2026-11-07","income","Sales","534.45","Shopee Food daily settlement payout","Shopee Food platform","Sarah",""
"2026-11-08","income","Sales","695.06","Shopee Food daily settlement payout","Shopee Food platform","Ali",""
"2026-11-09","income","Sales","495.48","Shopee Food daily settlement payout","Shopee Food platform","Tan",""
"2026-11-10","income","Sales","450.48","Shopee Food daily settlement payout","Shopee Food platform","Lim",""
"2026-11-11","income","Sales","655.38","Shopee Food daily settlement payout","Shopee Food platform","Ahmad",""
"2026-11-12","income","Sales","441.87","Shopee Food daily settlement payout","Shopee Food platform","Jack",""
"2026-11-13","income","Sales","676.87","Shopee Food daily settlement payout","Shopee Food platform","Sarah",""
"2026-11-14","income","Sales","582.36","Shopee Food daily settlement payout","Shopee Food platform","Ali",""
"2026-11-15","income","Sales","585.86","Shopee Food daily settlement payout","Shopee Food platform","Tan",""
"2026-11-16","income","Sales","517.19","Shopee Food daily settlement payout","Shopee Food platform","Lim",""
"2026-11-17","income","Sales","523.56","Shopee Food daily settlement payout","Shopee Food platform","Ahmad",""
"2026-11-18","income","Sales","684.45","Shopee Food daily settlement payout","Shopee Food platform","Jack",""
"2026-11-19","income","Sales","606.86","Shopee Food daily settlement payout","Shopee Food platform","Sarah",""
"2026-11-20","income","Sales","524.85","Shopee Food daily settlement payout","Shopee Food platform","Ali",""
"2026-11-21","income","Sales","655.54","Shopee Food daily settlement payout","Shopee Food platform","Tan",""
"2026-11-22","income","Sales","654.71","Shopee Food daily settlement payout","Shopee Food platform","Lim",""
"2026-11-23","income","Sales","493.63","Shopee Food daily settlement payout","Shopee Food platform","Ahmad",""
"2026-11-24","income","Sales","542.15","Shopee Food daily settlement payout","Shopee Food platform","Jack",""
"2026-11-25","income","Sales","410.57","Shopee Food daily settlement payout","Shopee Food platform","Sarah",""
"2026-11-26","income","Sales","430.49","Shopee Food daily settlement payout","Shopee Food platform","Ali",""
"2026-11-27","income","Sales","510.07","Shopee Food daily settlement payout","Shopee Food platform","Tan",""
"2026-11-28","income","Sales","563.82","Shopee Food daily settlement payout","Shopee Food platform","Lim",""
"2026-11-29","income","Sales","483.70","Shopee Food daily settlement payout","Shopee Food platform","Ahmad",""
"2026-11-30","income","Sales","483.74","Shopee Food daily settlement payout","Shopee Food platform","Jack",""
"2026-12-01","income","Sales","648.28","Shopee Food daily settlement payout","Shopee Food platform","Sarah",""
"2026-12-02","income","Sales","553.38","Shopee Food daily settlement payout","Shopee Food platform","Ali",""
"2026-12-03","income","Sales","415.94","Shopee Food daily settlement payout","Shopee Food platform","Tan",""
"2026-12-04","income","Sales","530.13","Shopee Food daily settlement payout","Shopee Food platform","Lim",""
"2026-12-05","income","Sales","634.87","Shopee Food daily settlement payout","Shopee Food platform","Ahmad",""
"2026-12-06","income","Sales","603.79","Shopee Food daily settlement payout","Shopee Food platform","Jack",""
"2026-12-07","income","Sales","675.06","Shopee Food daily settlement payout","Shopee Food platform","Sarah",""
"2026-12-08","income","Sales","590.69","Shopee Food daily settlement payout","Shopee Food platform","Ali",""
"2026-12-09","income","Sales","572.27","Shopee Food daily settlement payout","Shopee Food platform","Tan",""
"2026-12-10","income","Sales","483.00","Shopee Food daily settlement payout","Shopee Food platform","Lim",""
"2026-12-11","income","Sales","487.38","Shopee Food daily settlement payout","Shopee Food platform","Ahmad",""
"2026-12-12","income","Sales","475.42","Shopee Food daily settlement payout","Shopee Food platform","Jack",""
"2026-12-13","income","Sales","489.43","Shopee Food daily settlement payout","Shopee Food platform","Sarah",""
"2026-12-14","income","Sales","483.92","Shopee Food daily settlement payout","Shopee Food platform","Ali",""
"2026-12-15","income","Sales","473.16","Shopee Food daily settlement payout","Shopee Food platform","Tan",""
"2026-12-16","income","Sales","484.20","Shopee Food daily settlement payout","Shopee Food platform","Lim",""
"2026-12-17","income","Sales","472.93","Shopee Food daily settlement payout","Shopee Food platform","Ahmad",""
"2026-12-18","income","Sales","574.02","Shopee Food daily settlement payout","Shopee Food platform","Jack",""
"2026-12-19","income","Sales","604.17","Shopee Food daily settlement payout","Shopee Food platform","Sarah",""
"2026-12-20","income","Sales","619.38","Shopee Food daily settlement payout","Shopee Food platform","Ali",""
"2026-12-21","income","Sales","445.47","Shopee Food daily settlement payout","Shopee Food platform","Tan",""
"2026-12-22","income","Sales","532.26","Shopee Food daily settlement payout","Shopee Food platform","Lim",""
"2026-12-23","income","Sales","417.77","Shopee Food daily settlement payout","Shopee Food platform","Ahmad",""
"2026-12-24","income","Sales","599.59","Shopee Food daily settlement payout","Shopee Food platform","Jack",""
"2026-12-25","income","Sales","596.89","Shopee Food daily settlement payout","Shopee Food platform","Sarah",""
"2026-12-26","income","Sales","514.15","Shopee Food daily settlement payout","Shopee Food platform","Ali",""
"2026-12-27","income","Sales","662.44","Shopee Food daily settlement payout","Shopee Food platform","Tan",""
"2026-12-28","income","Sales","430.29","Shopee Food daily settlement payout","Shopee Food platform","Lim",""
"2026-12-29","income","Sales","466.73","Shopee Food daily settlement payout","Shopee Food platform","Ahmad",""
"2026-12-30","income","Sales","418.48","Shopee Food daily settlement payout","Shopee Food platform","Jack",""
"2026-12-31","income","Sales","692.23","Shopee Food daily settlement payout","Shopee Food platform","Sarah",""
