"Date","Type","Category","Amount","Description","Source","Person_in_Charge","Voucher_Code"
"2026-10-31","income","Sales","97.67","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-11-01","income","Sales","94.67","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-11-02","income","Sales","111.65","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-11-03","income","Sales","108.52","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-11-04","income","Sales","101.21","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-11-05","income","Sales","98.92","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-11-06","income","Sales","85.93","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-11-07","income","Sales","84.01","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-11-08","income","Sales","107.09","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-11-09","income","Sales","80.90","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-11-10","income","Sales","101.03","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-11-11","income","Sales","87.71","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-11-12","income","Sales","86.29","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-11-13","income","Sales","108.04","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-11-14","income","Sales","87.13","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-11-15","income","Sales","111.63","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-11-16","income","Sales","82.84","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-11-17","income","Sales","91.24","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-11-18","income","Sales","80.97","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-11-19","income","Sales","98.79","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-11-20","income","Sales","95.06","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-11-21","income","Sales","99.12","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-11-22","income","Sales","104.00","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-11-23","income","Sales","98.00","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-11-24","income","Sales","104.88","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-11-25","income","Sales","109.72","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-11-26","income","Sales","90.60","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-11-27","income","Sales","113.68","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-11-28","income","Sales","114.78","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-11-29","income","Sales","96.43","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-11-30","income","Sales","112.13","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-12-01","income","Sales","115.64","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-12-02","income","Sales","118.41","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-12-03","income","Sales","114.91","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-12-04","income","Sales","110.91","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-12-05","income","Sales","87.69","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-12-06","income","Sales","106.05","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-12-07","income","Sales","106.54","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-12-08","income","Sales","111.82","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-12-09","income","Sales","118.56","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-12-10","income","Sales","99.03","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-12-11","income","Sales","84.00","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-12-12","income","Sales","119.96","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-12-13","income","Sales","89.77","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-12-14","income","Sales","116.54","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-12-15","income","Sales","94.63","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-12-16","income","Sales","88.49","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-12-17","income","Sales","112.81","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-12-18","income","Sales","94.43","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-12-19","income","Sales","100.88","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-12-20","income","Sales","107.63","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-12-21","income","Sales","106.38","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-12-22","income","Sales","86.77","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-12-23","income","Sales","108.20","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-12-24","income","Sales","103.09","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-12-25","income","Sales","103.95","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-12-26","income","Sales","81.52","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-12-27","income","Sales","99.23","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-12-28","income","Sales","107.63","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-12-29","income","Sales","83.14","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-12-30","income","Sales","112.44","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-12-31","income","Sales","97.80","Grab Food daily settlement payout","Grab Food platform","Jack",""
