"Date","Type","Category","Amount","Description","Source","Person_in_Charge","Voucher_Code"
"2026-10-31","income","Sales","613.21","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-11-01","income","Sales","746.82","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-11-02","income","Sales","531.47","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-11-03","income","Sales","835.82","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-11-04","income","Sales","741.34","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-11-05","income","Sales","752.85","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-11-06","income","Sales","895.02","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-11-07","income","Sales","702.46","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-11-08","income","Sales","684.33","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-11-09","income","Sales","550.65","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-11-10","income","Sales","646.42","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-11-11","income","Sales","555.67","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-11-12","income","Sales","708.66","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-11-13","income","Sales","636.66","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-11-14","income","Sales","826.75","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-11-15","income","Sales","705.67","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-11-16","income","Sales","538.65","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-11-17","income","Sales","510.23","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-11-18","income","Sales","620.46","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-11-19","income","Sales","644.94","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-11-20","income","Sales","891.28","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-11-21","income","Sales","514.97","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-11-22","income","Sales","853.41","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-11-23","income","Sales","771.62","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-11-24","income","Sales","528.66","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-11-25","income","Sales","774.47","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-11-26","income","Sales","877.92","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-11-27","income","Sales","596.03","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-11-28","income","Sales","830.44","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-11-29","income","Sales","843.74","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-11-30","income","Sales","689.47","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-12-01","income","Sales","841.91","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-12-02","income","Sales","832.80","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-12-03","income","Sales","738.17","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-12-04","income","Sales","707.24","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-12-05","income","Sales","540.64","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-12-06","income","Sales","758.54","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-12-07","income","Sales","560.38","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-12-08","income","Sales","501.62","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-12-09","income","Sales","803.16","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-12-10","income","Sales","823.24","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-12-11","income","Sales","681.89","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-12-12","income","Sales","573.64","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-12-13","income","Sales","879.93","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-12-14","income","Sales","593.07","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-12-15","income","Sales","649.76","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-12-16","income","Sales","588.66","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-12-17","income","Sales","882.07","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-12-18","income","Sales","805.55","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-12-19","income","Sales","825.98","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-12-20","income","Sales","580.52","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-12-21","income","Sales","860.13","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-12-22","income","Sales","829.37","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-12-23","income","Sales","518.48","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-12-24","income","Sales","840.94","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-12-25","income","Sales","738.71","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-12-26","income","Sales","554.53","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-12-27","income","Sales","610.44","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-12-28","income","Sales","818.52","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-12-29","income","Sales","708.78","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-12-30","income","Sales","711.88","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-12-31","income","Sales","591.04","Food Panda daily settlement payout","Food Panda platform","Lim",""
